"","GO.ID","Term","Annotated","Significant","Expected","Rank in KS","classic","KS"
"1","GO:0000003","reproduction",57,57,57,633,"1","0.48857"
"2","GO:0000070","mitotic sister chromatid segregation",20,20,20,17,"1","1.5e-05"
"3","GO:0000075","cell cycle checkpoint",18,18,18,27,"1","0.00014"
"4","GO:0000082","G1/S transition of mitotic cell cycle",14,14,14,178,"1","0.03044"
"5","GO:0000086","G2/M transition of mitotic cell cycle",19,19,19,48,"1","0.00046"
"6","GO:0000122","negative regulation of transcription by ...",37,37,37,803,"1","0.65726"
"7","GO:0000165","MAPK cascade",43,43,43,962,"1","0.89377"
"8","GO:0000187","activation of MAPK activity",14,14,14,941,"1","0.85957"
"9","GO:0000209","protein polyubiquitination",11,11,11,191,"1","0.04133"
"10","GO:0000226","microtubule cytoskeleton organization",28,28,28,83,"1","0.00407"
"11","GO:0000278","mitotic cell cycle",64,64,64,5,"1","1.1e-08"
"12","GO:0000280","nuclear division",35,35,35,2,"1","6.4e-10"
"13","GO:0000281","mitotic cytokinesis",10,10,10,128,"1","0.01249"
"14","GO:0000302","response to reactive oxygen species",15,15,15,182,"1","0.03284"
"15","GO:0000819","sister chromatid segregation",22,22,22,11,"1","3.0e-06"
"16","GO:0000902","cell morphogenesis",49,49,49,916,"1","0.81782"
"17","GO:0000904","cell morphogenesis involved in different...",33,33,33,672,"1","0.52023"
"18","GO:0000910","cytokinesis",12,12,12,174,"1","0.02866"
"19","GO:0001101","response to acid chemical",10,10,10,103,"1","0.00800"
"20","GO:0001501","skeletal system development",35,35,35,31,"1","0.00017"
"21","GO:0001503","ossification",26,26,26,105,"1","0.00803"
"22","GO:0001525","angiogenesis",32,32,32,216,"1","0.05438"
"23","GO:0001558","regulation of cell growth",20,20,20,380,"1","0.22265"
"24","GO:0001568","blood vessel development",50,50,50,154,"1","0.01940"
"25","GO:0001649","osteoblast differentiation",13,13,13,436,"1","0.28276"
"26","GO:0001654","eye development",24,24,24,707,"1","0.56623"
"27","GO:0001655","urogenital system development",18,18,18,300,"1","0.13046"
"28","GO:0001666","response to hypoxia",19,19,19,739,"1","0.59229"
"29","GO:0001667","ameboidal-type cell migration",25,25,25,793,"1","0.64997"
"30","GO:0001701","in utero embryonic development",12,12,12,511,"1","0.35624"
